Method,nDCG,Delta,%,MRR,P,R,F1,MAP
dense@100>>BGEGemma(rescore)->@50,0.6007913255576298,0.10019523637231642,20.015185603103184,0.9111111111111111,0.5186666666666667,0.45214576212606994,0.4831271795335772,0.3667442637375026
