qid,docno,score,rank
1,5436,0.41645780205726624,40
1,4648,0.41425302624702454,41
1,4687,0.4133378565311432,42
1,4645,0.41282421350479126,43
1,3199,0.4119260311126709,44
1,2859,0.4109562933444977,45
1,2820,0.4087899625301361,46
1,5101,0.4079037606716156,47
1,4873,0.4069126546382904,48
1,4646,0.4060186743736267,49
1,4303,0.4047543406486511,50
1,5381,0.40426239371299744,51
1,4684,0.4030416011810303,52
1,4685,0.4023283123970032,53
1,4269,0.40185943245887756,54
1,5430,0.40185457468032837,55
1,4650,0.3977094888687134,56
1,2822,0.39519202709198,57
1,4296,0.3947071433067322,58
1,2905,0.39378464221954346,59
1,5104,0.3927591145038605,60
1,4384,0.39119720458984375,61
1,4299,0.3909567892551422,62
1,5386,0.3896167576313019,63
1,4257,0.38912737369537354,64
1,4292,0.3888089954853058,65
1,3637,0.3887680470943451,66
1,5437,0.3884234130382538,67
1,4651,0.388265997171402,68
1,4700,0.3882516622543335,69
1,5432,0.38514888286590576,70
1,2899,0.3847346305847168,71
1,5442,0.3844301104545593,72
1,3006,0.3844071626663208,73
1,2910,0.3842815160751343,74
1,5434,0.383600115776062,75
1,4294,0.3816440999507904,76
1,4859,0.37919554114341736,77
1,4693,0.37905436754226685,78
1,5444,0.3790094256401062,79
1,4185,0.3780274987220764,80
1,3011,0.37635546922683716,81
1,4644,0.3761814832687378,82
1,4647,0.3750607371330261,83
1,4178,0.37371164560317993,84
1,4297,0.3733237385749817,85
1,5621,0.3728448152542114,86
1,3003,0.3728075921535492,87
1,4701,0.3724054992198944,88
1,3525,0.3695753216743469,89
1,3324,0.36925074458122253,90
1,4182,0.3688901662826538,91
1,4186,0.3684406876564026,92
1,4121,0.3677971363067627,93
1,5098,0.36689770221710205,94
1,4298,0.3665390908718109,95
1,4649,0.3662204146385193,96
1,3911,0.365945041179657,97
1,2907,0.36482977867126465,98
1,5428,0.3647456169128418,99
1,5368,0.364665687084198,100
2,3844,0.5855506062507629,1
2,5393,0.5272531509399414,2
2,5503,0.5243445634841919,3
2,5504,0.5191158652305603,4
2,5511,0.5188036561012268,5
2,4673,0.5119500160217285,6
2,5510,0.4937806725502014,7
2,5329,0.49144822359085083,8
2,3572,0.4910363256931305,9
2,3549,0.4809933006763458,10
2,5398,0.48070797324180603,11
2,4592,0.47985780239105225,12
2,4461,0.47646740078926086,13
2,4376,0.47448113560676575,14
2,3570,0.47396934032440186,15
2,5392,0.47302234172821045,16
2,4271,0.4722703695297241,17
2,3148,0.4720693826675415,18
2,3533,0.47075289487838745,19
2,5516,0.46921077370643616,20
2,5513,0.46744394302368164,21
2,4462,0.46574220061302185,22
2,4680,0.4593733549118042,23
2,4591,0.4568556547164917,24
2,4682,0.45466816425323486,25
2,4675,0.45419755578041077,26
2,4679,0.4535387456417084,27
2,5605,0.4524514675140381,28
2,5198,0.4500161111354828,29
2,3722,0.44962814450263977,30
2,3067,0.4494081437587738,31
2,5585,0.44802126288414,32
2,4510,0.444819837808609,33
2,5512,0.44359564781188965,34
2,5599,0.44204986095428467,35
2,3146,0.4415765106678009,36
2,5514,0.4409041404724121,37
2,4586,0.4397510588169098,38
2,5505,0.4352039098739624,39
2,4589,0.4342217743396759,40
2,4389,0.4337916970252991,41
2,3592,0.43341732025146484,42
2,4588,0.4330850839614868,43
2,5271,0.4324881136417389,44
2,4674,0.43157702684402466,45
2,5596,0.43136709928512573,46
2,3558,0.43100088834762573,47
2,5273,0.4295600354671478,48
2,5611,0.4290434718132019,49
2,5204,0.4284615218639374,50
2,3536,0.4257979691028595,51
2,3839,0.42524605989456177,52
2,4400,0.42517566680908203,53
2,5291,0.4247429370880127,54
2,3775,0.42455631494522095,55
2,3596,0.42434483766555786,56
2,3147,0.42377421259880066,57
2,2898,0.4236098527908325,58
2,5081,0.4235738515853882,59
2,5506,0.41970646381378174,60
2,3548,0.41887328028678894,61
2,5391,0.4170330762863159,62
2,4081,0.41657373309135437,63
2,3070,0.41651445627212524,64
2,5300,0.41554856300354004,65
2,5584,0.4146271347999573,66
2,3836,0.41459858417510986,67
2,4590,0.41455861926078796,68
2,2895,0.4144706726074219,69
2,4082,0.41430118680000305,70
2,5601,0.413339763879776,71
2,3554,0.41241976618766785,72
2,5581,0.4121120274066925,73
2,4681,0.41174185276031494,74
2,3379,0.4102676510810852,75
2,5517,0.41006994247436523,76
2,4318,0.40948694944381714,77
2,3845,0.4082517623901367,78
2,3534,0.4051209092140198,79
2,5593,0.4044366776943207,80
2,3841,0.40087929368019104,81
2,3545,0.4006362855434418,82
2,5602,0.40026262402534485,83
2,2850,0.3993850350379944,84
2,5331,0.3992339074611664,85
2,4388,0.3978627920150757,86
2,5600,0.3972088694572449,87
2,5082,0.3967324495315552,88
2,4403,0.3961625397205353,89
2,3782,0.3960515260696411,90
2,3765,0.3958437740802765,91
2,4676,0.39572572708129883,92
2,3780,0.3953704833984375,93
2,5301,0.39495623111724854,94
2,5610,0.3932482898235321,95
2,5594,0.39299875497817993,96
2,4505,0.39185336232185364,97
2,4365,0.39163100719451904,98
2,4398,0.39155131578445435,99
2,3563,0.3914606273174286,100
3,2955,0.35831594467163086,1
3,3146,0.35065096616744995,2
3,2911,0.3482040762901306,3
3,3759,0.3365960717201233,4
3,3743,0.3257307708263397,5
3,3534,0.317964643239975,6
3,3148,0.31458237767219543,7
3,5307,0.3141321539878845,8
3,3385,0.31296777725219727,9
3,4919,0.3094271421432495,10
3,5525,0.30098772048950195,11
3,4274,0.29717549681663513,12
3,5607,0.2947441041469574,13
3,4136,0.2943716049194336,14
3,4836,0.2926577925682068,15
3,5424,0.29127421975135803,16
3,2974,0.2909344434738159,17
3,4132,0.2908781170845032,18
3,3376,0.2855677008628845,19
3,5532,0.2832515239715576,20
3,5279,0.28319716453552246,21
3,2913,0.2826361656188965,22
3,5363,0.28208523988723755,23
3,4095,0.2802029252052307,24
3,5228,0.2786976397037506,25
3,5147,0.277752161026001,26
3,3533,0.27703285217285156,27
3,5421,0.2736228108406067,28
3,5332,0.27253100275993347,29
3,5225,0.2720145583152771,30
3,4497,0.2714659571647644,31
3,5536,0.27134642004966736,32
3,3141,0.2708449959754944,33
3,4463,0.2701815068721771,34
3,2980,0.26949775218963623,35
3,3386,0.26920539140701294,36
3,3730,0.26893582940101624,37
3,3747,0.2663208246231079,38
3,4287,0.26571735739707947,39
3,4564,0.2652527689933777,40
3,4598,0.26472294330596924,41
3,4320,0.2637332081794739,42
3,5393,0.26305073499679565,43
3,4137,0.2629423141479492,44
3,3051,0.2628248333930969,45
3,5229,0.26182976365089417,46
3,3586,0.2617231011390686,47
3,3097,0.26147326827049255,48
3,5605,0.2606685161590576,49
3,3191,0.26062342524528503,50
3,3726,0.2577022910118103,51
3,3545,0.2576199769973755,52
3,4589,0.2572312355041504,53
3,3752,0.2566739618778229,54
3,3379,0.255664199590683,55
3,3541,0.2554815411567688,56
3,3378,0.2547793388366699,57
3,4133,0.2542068064212799,58
3,2965,0.2521459460258484,59
3,3760,0.2520799934864044,60
3,3023,0.2518969774246216,61
3,3778,0.25088202953338623,62
3,4673,0.2497510015964508,63
3,4323,0.24974101781845093,64
3,3735,0.2497284859418869,65
3,5604,0.24896633625030518,66
3,3380,0.2481347620487213,67
3,3740,0.24736656248569489,68
3,3843,0.24707794189453125,69
3,3537,0.2465306520462036,70
3,2912,0.24594835937023163,71
3,4282,0.2459469586610794,72
3,4510,0.2458859086036682,73
3,3762,0.24538910388946533,74
3,4599,0.24515175819396973,75
3,3559,0.24470773339271545,76
3,2850,0.24325856566429138,77
3,4134,0.24246720969676971,78
3,2956,0.24242809414863586,79
3,3377,0.24223479628562927,80
3,3775,0.24222677946090698,81
3,3718,0.24213987588882446,82
3,4920,0.24173858761787415,83
3,5230,0.24133563041687012,84
3,3576,0.24132971465587616,85
3,5145,0.24126474559307098,86
3,4389,0.24112457036972046,87
3,4508,0.2405773550271988,88
3,5306,0.2405112385749817,89
3,5329,0.24017897248268127,90
3,5398,0.24015939235687256,91
3,3546,0.2399696409702301,92
3,2962,0.23991571366786957,93
3,3147,0.23907962441444397,94
3,4271,0.23833520710468292,95
3,5426,0.2379826158285141,96
3,3198,0.2379114329814911,97
3,5331,0.23754261434078217,98
3,4925,0.2374337762594223,99
3,4951,0.2372560203075409,100
4,4673,0.6783115863800049,1
4,5585,0.6514660716056824,2
4,4376,0.6421765089035034,3
4,5581,0.6380042433738708,4
4,4675,0.6350893974304199,5
4,5363,0.6305946707725525,6
4,4271,0.6208940744400024,7
4,5587,0.6200931072235107,8
4,4570,0.6166971325874329,9
4,4682,0.6118698120117188,10
4,5291,0.6099998354911804,11
4,4365,0.6070001721382141,12
4,5300,0.5982058048248291,13
4,3549,0.5917630791664124,14
4,5504,0.5898538827896118,15
4,5584,0.5898184776306152,16
4,3570,0.5843073725700378,17
4,5391,0.5831038355827332,18
4,4389,0.58272385597229,19
4,4592,0.5818970203399658,20
4,4901,0.5793198347091675,21
4,5582,0.5789365768432617,22
4,4591,0.5768862962722778,23
4,4081,0.5741835236549377,24
4,2952,0.572485089302063,25
4,3409,0.5724085569381714,26
4,4952,0.5702536106109619,27
4,5503,0.5693998336791992,28
4,5081,0.5690495371818542,29
4,5273,0.5689014792442322,30
4,5605,0.5673455595970154,31
4,5510,0.5646899938583374,32
4,5397,0.564186155796051,33
4,5474,0.5571846961975098,34
4,4564,0.5558669567108154,35
4,5160,0.5546127557754517,36
4,4019,0.5541306734085083,37
4,4374,0.5541003346443176,38
4,4318,0.5540855526924133,39
4,4420,0.5536835789680481,40
4,5508,0.551863431930542,41
4,5157,0.551666796207428,42
4,5591,0.550358772277832,43
4,5346,0.5492743253707886,44
4,4937,0.5491029024124146,45
4,4680,0.548005998134613,46
4,5588,0.5465788841247559,47
4,3412,0.5460108518600464,48
4,5271,0.5458405613899231,49
4,4586,0.5445479154586792,50
4,5274,0.5424903631210327,51
4,3533,0.5404579639434814,52
4,3593,0.540329098701477,53
4,3758,0.5400413274765015,54
4,5292,0.5390878319740295,55
4,3061,0.5387902855873108,56
4,5513,0.5386808514595032,57
4,4375,0.5386475324630737,58
4,3067,0.5369217395782471,59
4,5343,0.53666090965271,60
4,4106,0.5349598526954651,61
4,5511,0.5345004796981812,62
4,5082,0.534494161605835,63
4,4895,0.5341552495956421,64
4,2980,0.5339421033859253,65
4,3148,0.5320302248001099,66
4,4461,0.5311920642852783,67
4,3688,0.5311338901519775,68
4,4390,0.5302890539169312,69
4,4677,0.529129147529602,70
4,5393,0.5270459651947021,71
4,5505,0.526665210723877,72
4,5578,0.526592493057251,73
4,5399,0.5260956287384033,74
4,3554,0.5235300064086914,75
4,3020,0.5231871604919434,76
4,4359,0.5223976373672485,77
4,4367,0.5214505791664124,78
4,4679,0.5209915637969971,79
4,5309,0.519153356552124,80
4,5602,0.5189709663391113,81
4,2974,0.5183993577957153,82
4,5293,0.5181140899658203,83
4,4100,0.517693281173706,84
4,5215,0.5174176692962646,85
4,3572,0.5173623561859131,86
4,4377,0.5172601342201233,87
4,5611,0.5170535445213318,88
4,3791,0.5162514448165894,89
4,3184,0.515504002571106,90
4,5335,0.5150670409202576,91
4,3094,0.5145919322967529,92
4,3548,0.5144648551940918,93
4,5087,0.5140358209609985,94
4,4832,0.5125350952148438,95
4,2867,0.5124015212059021,96
4,3564,0.5121046304702759,97
4,5592,0.5118184089660645,98
4,5536,0.5110615491867065,99
4,4939,0.5104745030403137,100
5,3829,0.6442204117774963,1
5,3272,0.4627372920513153,2
5,3278,0.4462067186832428,3
5,3274,0.44128620624542236,4
5,3372,0.4291079044342041,5
5,3264,0.40487176179885864,6
5,3262,0.39066389203071594,7
5,3015,0.3721211850643158,8
5,3371,0.35969334840774536,9
5,4543,0.3595106601715088,10
5,5242,0.35084068775177,11
5,3115,0.34907791018486023,12
5,3118,0.3470979332923889,13
5,3628,0.34615853428840637,14
5,4546,0.33563560247421265,15
5,3981,0.3332591950893402,16
5,3319,0.3265959918498993,17
5,5116,0.32483530044555664,18
5,3906,0.32219886779785156,19
5,4547,0.31978610157966614,20
5,4522,0.3187934160232544,21
5,5117,0.3148285150527954,22
5,3625,0.31040722131729126,23
5,3681,0.3095701038837433,24
5,3888,0.30674731731414795,25
5,3266,0.30638352036476135,26
5,3997,0.2990071475505829,27
5,3835,0.2972819209098816,28
5,5210,0.2948097586631775,29
5,3138,0.29309073090553284,30
5,3512,0.29156798124313354,31
5,5324,0.29003942012786865,32
5,2885,0.28951138257980347,33
5,3885,0.28807616233825684,34
5,3017,0.28473636507987976,35
5,3705,0.2832324206829071,36
5,3270,0.28181663155555725,37
5,3265,0.2803880572319031,38
5,3819,0.27992504835128784,39
5,3815,0.27899301052093506,40
5,5279,0.2786097228527069,41
5,5240,0.2782982289791107,42
5,3013,0.2768480181694031,43
5,4552,0.27551108598709106,44
5,4891,0.2740847170352936,45
5,3621,0.2734020948410034,46
5,4518,0.272961288690567,47
5,5536,0.272378146648407,48
5,3060,0.2720124423503876,49
5,4637,0.271854043006897,50
5,5244,0.27101847529411316,51
5,2955,0.2703242897987366,52
5,4320,0.2682688236236572,53
5,3893,0.2679864168167114,54
5,3814,0.26670771837234497,55
5,4012,0.2663365602493286,56
5,4585,0.265240341424942,57
5,3939,0.26491719484329224,58
5,5413,0.26461613178253174,59
5,3129,0.2645683288574219,60
5,3268,0.2640705108642578,61
5,5120,0.2640226483345032,62
5,5331,0.2631361484527588,63
5,5058,0.2617347538471222,64
5,4220,0.2610253095626831,65
5,5276,0.26080164313316345,66
5,4577,0.26069068908691406,67
5,4592,0.25938642024993896,68
5,3800,0.25931516289711,69
5,3106,0.2588587701320648,70
5,3899,0.2588431239128113,71
5,3921,0.25703588128089905,72
5,3379,0.2566501498222351,73
5,5026,0.25662505626678467,74
5,3401,0.2562781274318695,75
5,4981,0.25575047731399536,76
5,3146,0.255450963973999,77
5,2911,0.25526607036590576,78
5,4009,0.25510767102241516,79
5,3110,0.2548542022705078,80
5,3674,0.2535771131515503,81
5,5584,0.25357112288475037,82
5,4912,0.2525941729545593,83
5,3954,0.2522791922092438,84
5,3112,0.2517191171646118,85
5,3121,0.2513338327407837,86
5,4176,0.25055521726608276,87
5,5231,0.2505030035972595,88
5,3148,0.2503123879432678,89
5,4272,0.2499832659959793,90
5,5033,0.24897843599319458,91
5,3808,0.2489541471004486,92
5,3141,0.24889591336250305,93
5,4793,0.2487533688545227,94
5,5330,0.24841342866420746,95
5,4885,0.2483321875333786,96
5,4578,0.24826586246490479,97
5,3328,0.2480638027191162,98
5,3692,0.2474864423274994,99
5,3131,0.24746835231781006,100
6,3512,0.4237687587738037,1
6,4739,0.41677170991897583,2
6,3833,0.3672713041305542,3
6,3827,0.3407212793827057,4
6,5337,0.32318711280822754,5
6,5108,0.31116417050361633,6
6,5275,0.30761247873306274,7
6,4404,0.30287647247314453,8
6,4357,0.30137038230895996,9
6,2908,0.29416516423225403,10
6,2871,0.28303641080856323,11
6,5172,0.2820064425468445,12
6,3528,0.2805277705192566,13
6,3800,0.279147207736969,14
6,2859,0.2746873199939728,15
6,3516,0.27381929755210876,16
6,4543,0.27088096737861633,17
6,2927,0.27080729603767395,18
6,2879,0.27047356963157654,19
6,3938,0.270227313041687,20
6,4951,0.2698249816894531,21
6,5098,0.2690112292766571,22
6,5283,0.2677213251590729,23
6,2880,0.2669704854488373,24
6,4593,0.2657378911972046,25
6,3922,0.2654266655445099,26
6,2881,0.2651001214981079,27
6,3828,0.2648535966873169,28
6,3705,0.26452723145484924,29
6,5114,0.2630372643470764,30
6,3702,0.26170843839645386,31
6,4434,0.2608092725276947,32
6,5100,0.26067739725112915,33
6,3950,0.25780877470970154,34
6,4193,0.25762319564819336,35
6,5101,0.2573571801185608,36
6,2882,0.2561357915401459,37
6,4011,0.25584524869918823,38
6,3327,0.2557612955570221,39
6,3815,0.2551548480987549,40
6,4643,0.2532302737236023,41
6,3557,0.25084537267684937,42
6,5174,0.250560462474823,43
6,4577,0.25020527839660645,44
6,4043,0.2491198480129242,45
6,2855,0.24513816833496094,46
6,4811,0.24357233941555023,47
6,4479,0.24336713552474976,48
6,4252,0.2422686219215393,49
6,3698,0.241775780916214,50
6,3522,0.24176983535289764,51
6,4008,0.2404673993587494,52
6,3953,0.2401149421930313,53
6,4203,0.23893876373767853,54
6,5110,0.23842968046665192,55
6,5287,0.23764660954475403,56
6,3388,0.2375602424144745,57
6,4016,0.2373926043510437,58
6,4578,0.2372584342956543,59
6,2861,0.23646238446235657,60
6,3083,0.2350119948387146,61
6,3765,0.23493963479995728,62
6,4041,0.2348226010799408,63
6,3685,0.23479332029819489,64
6,3517,0.2345564067363739,65
6,3982,0.23415589332580566,66
6,3375,0.23251613974571228,67
6,3625,0.23246201872825623,68
6,3034,0.23052361607551575,69
6,3996,0.23031915724277496,70
6,4746,0.22936776280403137,71
6,5413,0.22771871089935303,72
6,5109,0.22610288858413696,73
6,5243,0.2256745994091034,74
6,3887,0.22529762983322144,75
6,3623,0.2251947522163391,76
6,3802,0.2245107889175415,77
6,3829,0.22427472472190857,78
6,3801,0.22413772344589233,79
6,3273,0.22394731640815735,80
6,5105,0.22390523552894592,81
6,4647,0.223220095038414,82
6,4887,0.222375750541687,83
6,5237,0.22102993726730347,84
6,5096,0.2207917422056198,85
6,5104,0.22015896439552307,86
6,5245,0.21922478079795837,87
6,4210,0.21800614893436432,88
6,4814,0.21783824265003204,89
6,4079,0.2173817902803421,90
6,3074,0.21668310463428497,91
6,3521,0.21653640270233154,92
6,4310,0.21638402342796326,93
6,4672,0.21617326140403748,94
6,2819,0.21609866619110107,95
6,5430,0.21354679763317108,96
6,3822,0.21339914202690125,97
6,3219,0.2131219059228897,98
6,4038,0.2127552628517151,99
6,3831,0.21261630952358246,100
7,3512,0.5321894884109497,1
7,3514,0.5095459818840027,2
7,4972,0.5056091547012329,3
7,4734,0.5035927891731262,4
7,3980,0.4871152937412262,5
7,3978,0.48573893308639526,6
7,4582,0.48345619440078735,7
7,4736,0.47782275080680847,8
7,4208,0.4715767502784729,9
7,3516,0.46820539236068726,10
7,5263,0.46341922879219055,11
7,4739,0.45890963077545166,12
7,3522,0.44241946935653687,13
7,4812,0.4415201246738434,14
7,3504,0.43877121806144714,15
7,3519,0.43833351135253906,16
7,3918,0.4344519078731537,17
7,4810,0.4325600266456604,18
7,3930,0.4318488836288452,19
7,3521,0.43053239583969116,20
7,4814,0.4300404191017151,21
7,4743,0.42879438400268555,22
7,4735,0.4262382388114929,23
7,3981,0.4242650270462036,24
7,4005,0.4207743704319,25
7,4012,0.41693559288978577,26
7,3529,0.4164278209209442,27
7,4742,0.41582396626472473,28
7,3505,0.4142906963825226,29
7,4733,0.4134758710861206,30
7,4520,0.41190847754478455,31
7,4973,0.41011160612106323,32
7,3988,0.408523827791214,33
7,4309,0.4079335629940033,34
7,4815,0.40549734234809875,35
7,3987,0.4020242393016815,36
7,3933,0.39873751997947693,37
7,4307,0.3965480923652649,38
7,4813,0.3959769904613495,39
7,3815,0.39468616247177124,40
7,3927,0.3930615782737732,41
7,3989,0.3916195034980774,42
7,3954,0.39073753356933594,43
7,3947,0.38935279846191406,44
7,3681,0.38747137784957886,45
7,4745,0.38504162430763245,46
7,3507,0.384323388338089,47
7,4317,0.3827003240585327,48
7,3997,0.3811342716217041,49
7,4547,0.3782278299331665,50
7,3515,0.3781842291355133,51
7,4746,0.3756237030029297,52
7,4578,0.3752867579460144,53
7,4583,0.37350258231163025,54
7,3517,0.3732815980911255,55
7,3921,0.3719962537288666,56
7,3640,0.3705858588218689,57
7,4577,0.3697558641433716,58
7,2816,0.36929500102996826,59
7,4193,0.36895090341567993,60
7,4200,0.3668314218521118,61
7,3518,0.3659737706184387,62
7,5324,0.3647306561470032,63
7,3506,0.36353713274002075,64
7,3979,0.3631688356399536,65
7,2827,0.3599141240119934,66
7,3131,0.35801422595977783,67
7,4310,0.35592663288116455,68
7,4313,0.35481446981430054,69
7,3060,0.3547053337097168,70
7,3210,0.3535386919975281,71
7,3998,0.35324761271476746,72
7,5238,0.3510022759437561,73
7,3639,0.35044121742248535,74
7,3991,0.3502659797668457,75
7,3935,0.3500399589538574,76
7,4316,0.3492467999458313,77
7,3625,0.3492215871810913,78
7,4546,0.34709078073501587,79
7,3621,0.3467315435409546,80
7,4548,0.34539997577667236,81
7,3129,0.34460777044296265,82
7,4737,0.3443879187107086,83
7,4308,0.34425675868988037,84
7,3531,0.3441433012485504,85
7,4522,0.3431127071380615,86
7,2859,0.3424701690673828,87
7,3143,0.3420191705226898,88
7,4098,0.34184980392456055,89
7,3932,0.34092992544174194,90
7,3524,0.34089696407318115,91
7,4741,0.34036189317703247,92
7,4007,0.33897867798805237,93
7,4549,0.3383362889289856,94
7,4738,0.33813798427581787,95
7,3929,0.33789050579071045,96
7,3939,0.33779004216194153,97
7,5260,0.33703625202178955,98
7,3956,0.3367087244987488,99
7,3993,0.33372071385383606,100
8,4539,0.5569984316825867,1
8,2841,0.49004194140434265,2
8,5462,0.4482308030128479,3
8,4521,0.4396779537200928,4
8,3357,0.42795848846435547,5
8,2840,0.4240450859069824,6
8,3071,0.41778141260147095,7
8,3359,0.4165326952934265,8
8,5463,0.4163498282432556,9
8,4536,0.41242626309394836,10
8,4234,0.41103023290634155,11
8,4623,0.409382164478302,12
8,5457,0.40418562293052673,13
8,3741,0.39820194244384766,14
8,4245,0.3941195607185364,15
8,4540,0.39173516631126404,16
8,4618,0.3884771168231964,17
8,4239,0.38779911398887634,18
8,5454,0.3818078637123108,19
8,5464,0.38072437047958374,20
8,5452,0.37890636920928955,21
8,4242,0.37779495120048523,22
8,4537,0.37704581022262573,23
8,5458,0.37681734561920166,24
8,3365,0.3745031952857971,25
8,3078,0.3723892867565155,26
8,3368,0.364224374294281,27
8,5352,0.36247962713241577,28
8,5459,0.36043354868888855,29
8,4249,0.36009323596954346,30
8,4247,0.3568383455276489,31
8,3369,0.3562620282173157,32
8,4246,0.3548160791397095,33
8,5468,0.3546716868877411,34
8,5351,0.3542805314064026,35
8,3077,0.3520893156528473,36
8,5469,0.34925371408462524,37
8,5467,0.348074734210968,38
8,4241,0.34726640582084656,39
8,4253,0.3470139801502228,40
8,5465,0.34674739837646484,41
8,4240,0.342210590839386,42
8,3423,0.34062397480010986,43
8,4238,0.33864498138427734,44
8,4538,0.3380003869533539,45
8,4626,0.33744433522224426,46
8,3756,0.33486950397491455,47
8,5455,0.3337400257587433,48
8,4502,0.3331829905509949,49
8,4237,0.3307746648788452,50
8,5456,0.3290112614631653,51
8,4236,0.3282172679901123,52
8,3740,0.325819730758667,53
8,3364,0.32556962966918945,54
8,3360,0.3244732618331909,55
8,5466,0.32422012090682983,56
8,5129,0.32212239503860474,57
8,4243,0.32027679681777954,58
8,4627,0.3170728087425232,59
8,5453,0.3165823221206665,60
8,5461,0.31171518564224243,61
8,4625,0.31099754571914673,62
8,3549,0.31099310517311096,63
8,5022,0.30830127000808716,64
8,3075,0.3078482151031494,65
8,3363,0.3043931722640991,66
8,3209,0.3040945529937744,67
8,3422,0.3033825159072876,68
8,4248,0.30279049277305603,69
8,4519,0.3012048304080963,70
8,3753,0.30119788646698,71
8,5260,0.2997448444366455,72
8,4250,0.29734674096107483,73
8,4251,0.29716914892196655,74
8,5460,0.29571980237960815,75
8,5354,0.29495173692703247,76
8,4235,0.29258614778518677,77
